sample,fileName,individual,tissue,n.raw.reads,CPM,igRPM,immune.diversity
GTEX-12WSN-1326-SM-5GCNT,G59322.GTEX-12WSN-1326.2,GTEX-12WSN,Breast - Mammary Tissue,56706666.0,0.10580766642143977,1.9398072177263956,0.822448313495
GTEX-12WSI-2126-SM-5GCMV,G59324.GTEX-12WSI-2126.2,GTEX-12WSI,Testis,93186666.0,0.032193447075357325,0.06438689415071465,1.09861228867
GTEX-12WSD-1326-SM-5GCNU,G59325.GTEX-12WSD-1326.2,GTEX-12WSD,Artery - Aorta,61066666.0,0.06550218412120289,0.3438864666363151,1.26299659559
GTEX-12WSD-1426-SM-5GCN9,G59326.GTEX-12WSD-1426.2,GTEX-12WSD,Liver,79613333.0,1.4193602471083582,6.493887148274523,3.46677314044
GTEX-12WSD-1926-SM-5GCOV,G59328.GTEX-12WSD-1926.2,GTEX-12WSD,Esophagus - Muscularis,59106666.0,0.06767426198594927,0.27069704794379706,1.15737329822
GTEX-12WSM-0626-SM-5GCOK,G59330.GTEX-12WSM-0626.2,GTEX-12WSM,Adipose - Visceral (Omentum),65480000.0,0.41233964569334147,2.1686010995723883,2.91672451999
GTEX-12WSM-0726-SM-5GCOW,G59331.GTEX-12WSM-0726.2,GTEX-12WSM,Liver,85880000.0,0.3143921751280857,5.891942244993014,0.859667672166
GTEX-12WSM-1326-SM-5GCP9,G59332.GTEX-12WSM-1326.2,GTEX-12WSM,Testis,90040000.0,0.12216792536650378,1.8214127054642382,1.28007116465
GTEX-12WSM-1426-SM-5GCPA,G59333.GTEX-12WSM-1426.2,GTEX-12WSM,Colon - Sigmoid,93466666.0,0.053495007514229725,0.8880171247362134,0.688352874379
GTEX-12WSM-2126-SM-5GCOC,G59334.GTEX-12WSM-2126.2,GTEX-12WSM,Brain - Cerebellum,62226666.0,0.06428112346562163,0.546389549457784,0.659872013785
GTEX-12WSC-1726-SM-5GCN3,G59335.GTEX-12WSC-1726.2,GTEX-12WSC,Adipose - Visceral (Omentum),82173333.0,0.1582021749075214,0.6449780976998949,2.37575906766
GTEX-12WSC-3026-SM-5GCNF,G59336.GTEX-12WSC-3026.2,GTEX-12WSC,Brain - Cortex,76533333.0,0.05226480859000352,0.5226480859000352,0.652550076198
GTEX-12WSC-3126-SM-5GCNB,G59337.GTEX-12WSC-3126.2,GTEX-12WSC,Pituitary,71920000.0,0.013904338153503892,0.027808676307007785,0.0
GTEX-12WSK-0326-SM-5GCOJ,G59339.GTEX-12WSK-0326.2,GTEX-12WSK,Adrenal Gland,82840000.0,0.1086431675519073,0.9053597295992274,1.00408022013
GTEX-12WSK-0426-SM-5GCNS,G59340.GTEX-12WSK-0426.2,GTEX-12WSK,Artery - Aorta,66000000.0,0.19696969696969696,1.2272727272727273,2.14705510414
GTEX-12WSK-2226-SM-5GCO5,G59341.GTEX-12WSK-2226.2,GTEX-12WSK,Breast - Mammary Tissue,73666666.0,0.27149321512663543,1.7511312375667984,2.60469052838
GTEX-12WSK-2326-SM-5GCOH,G59342.GTEX-12WSK-2326.2,GTEX-12WSK,Skin - Sun Exposed (Lower leg),59933333.0,0.11679644113902359,0.9677419408661955,1.71094050072
GTEX-12WSK-2626-SM-5GCOT,G59343.GTEX-12WSK-2626.2,GTEX-12WSK,Nerve - Tibial,79093333.0,0.1390761974843063,0.7333108594627059,2.0232299293
GTEX-12WSJ-0126-SM-5GCOM,G59344.GTEX-12WSJ-0126.2,GTEX-12WSJ,Adrenal Gland,79346666.0,0.5419257313218429,3.5414216395683216,2.130232651
GTEX-12WSJ-0226-SM-5GCP7,G59345.GTEX-12WSJ-0226.2,GTEX-12WSJ,Lung,68853333.0,4.269945799138003,19.156661595452466,5.27975195153
GTEX-12WSJ-0326-SM-5GCMT,G59346.GTEX-12WSJ-0326.2,GTEX-12WSJ,Thyroid,74666666.0,0.08035714357461736,1.7410714441167092,0.805305477352
GTEX-12WSJ-0726-SM-5GCN6,G59347.GTEX-12WSJ-0726.2,GTEX-12WSJ,Esophagus - Muscularis,70786666.0,0.0565078174468621,0.1695234523405863,1.30860538725
GTEX-12WSJ-1526-SM-5GCNI,G59348.GTEX-12WSJ-1526.2,GTEX-12WSJ,Colon - Transverse,71466666.0,0.2238805991033638,1.0074626959651372,2.32870244295
GTEX-12WSL-1526-SM-5GCP8,G59349.GTEX-12WSL-1526.2,GTEX-12WSL,Esophagus - Mucosa,70893333.0,0.9732932150333515,7.377280455977433,3.64112737491
GTEX-12WSL-1626-SM-5GCMU,G59350.GTEX-12WSL-1626.2,GTEX-12WSL,Colon - Transverse,79346666.0,0.012602923984228902,0.025205847968457804,0.0
GTEX-12WSL-2526-SM-5GCNJ,G59352.GTEX-12WSL-2526.2,GTEX-12WSL,Skin - Sun Exposed (Lower leg),69240000.0,0.10109763142692085,0.3610629693818602,1.75234682212
GTEX-12WSL-2626-SM-5GCNV,G59353.GTEX-12WSL-2626.2,GTEX-12WSL,Artery - Tibial,60746666.0,0.08230904392349697,1.4157155554841478,0.791410409825
GTEX-12ZZW-0426-SM-5GCO9,G59354.GTEX-12ZZW-0426.2,GTEX-12ZZW,Artery - Tibial,80400000.0,0.04975124378109453,0.17412935323383086,1.3337360272
GTEX-13111-1926-SM-5GCOL,G59357.GTEX-13111-1926.2,GTEX-13111,Colon - Sigmoid,73493333.0,0.14967344044663208,0.43541364493565693,2.30848505346
GTEX-13111-2026-SM-5GCMN,G59358.GTEX-13111-2026.2,GTEX-13111,Nerve - Tibial,78693333.0,0.2033209090279605,3.672483919317536,1.43834289379
GTEX-13111-1126-SM-5GCMZ,G59359.GTEX-13111-1126.2,GTEX-13111,Esophagus - Gastroesophageal Junction,68573333.0,0.36457320807200666,1.2249659791219423,3.11146418745
GTEX-13111-1226-SM-5GCNC,G59360.GTEX-13111-1226.2,GTEX-13111,Stomach,62106666.0,0.048303993648604486,1.175397178782709,0.608445478925
GTEX-13111-1326-SM-5GCNO,G59361.GTEX-13111-1326.2,GTEX-13111,Prostate,70173333.0,0.9405282203141184,5.457913763337991,3.45863872894
GTEX-131XH-0826-SM-5GCN8,G59362.GTEX-131XH-0826.2,GTEX-131XH,Adipose - Visceral (Omentum),83133333.0,0.3849238187045863,1.684041706832565,3.30245771015
GTEX-131XH-2526-SM-5GCND,G59363.GTEX-131XH-2526.2,GTEX-131XH,Nerve - Tibial,61106666.0,0.14728344040239408,0.3763910143616737,2.13737989154
GTEX-131XH-2726-SM-5GCO2,G59365.GTEX-131XH-2726.2,GTEX-131XH,Muscle - Skeletal,68360000.0,0.04388531304856641,0.13165593914569923,1.06085694716
GTEX-13112-1126-SM-5GCMY,G59366.GTEX-13112-1126.2,GTEX-13112,Adipose - Visceral (Omentum),65560000.0,0.3050640634533252,2.7303233679072605,1.78974320406
GTEX-13112-2126-SM-5GCO4,G59367.GTEX-13112-2126.2,GTEX-13112,Kidney - Cortex,69226666.0,0.07222650300680376,2.1956856914068346,0.356849286793
GTEX-12ZZX-2426-SM-5GCOE,G59368.GTEX-12ZZX-2426.2,GTEX-12ZZX,Skin - Not Sun Exposed (Suprapubic),59146666.0,0.10144274235169908,1.1665915370445394,1.05475454799
GTEX-12ZZX-2926-SM-5GCOQ,G59369.GTEX-12ZZX-2926.2,GTEX-12ZZX,Brain - Cortex,72573333.0,0.041337497893337766,0.28936248525336433,0.618940743857
GTEX-131XF-1326-SM-5GCMQ,G59371.GTEX-131XF-1326.2,GTEX-131XF,Small Intestine - Terminal Ileum,97093333.0,9.702004977004961,157.95111287404254,3.06544171633
GTEX-12ZZY-1226-SM-5GCNK,G59372.GTEX-12ZZY-1226.2,GTEX-12ZZY,Heart - Atrial Appendage,82240000.0,0.0,0.0,0.0
GTEX-12ZZY-1326-SM-5GCNW,G59373.GTEX-12ZZY-1326.2,GTEX-12ZZY,Artery - Aorta,86120000.0,0.1161170459823502,0.6618671620993962,2.11864887815
GTEX-12ZZY-3026-SM-5GCOU,G59374.GTEX-12ZZY-3026.2,GTEX-12ZZY,Brain - Cortex,73706666.0,0.08140376339909337,2.062228672777032,0.508733498662
GTEX-13113-0426-SM-5GCOD,G59376.GTEX-13113-0426.2,GTEX-13113,Lung,71266666.0,0.5472404167188065,2.3152479168872584,3.4697747477
GTEX-13113-0526-SM-5GCN2,G59377.GTEX-13113-0526.3,GTEX-13113,Artery - Aorta,81346666.0,0.012293066811121675,0.02458613362224335,0.0
GTEX-13113-1326-SM-5GCOI,G59379.GTEX-13113-1326.2,GTEX-13113,Liver,71786666.0,0.1393016357661742,4.1233284186787555,0.480851743592
GTEX-13113-1726-SM-5GCOO,G59380.GTEX-13113-1726.2,GTEX-13113,Breast - Mammary Tissue,80186666.0,1.546391765433919,5.661789205701607,4.6433067767
GTEX-12ZZZ-2426-SM-5GCNN,G59381.GTEX-12ZZZ-2426.2,GTEX-12ZZZ,Colon - Transverse,73960000.0,0.8788534342888048,2.6500811249323957,4.00071961309
GTEX-12ZZZ-0726-SM-5GCNZ,G59382.GTEX-12ZZZ-0726.3,GTEX-12ZZZ,Skin - Not Sun Exposed (Suprapubic),83213333.0,0.22832879437721837,0.6729690781644331,2.87502818488
GTEX-131XG-0626-SM-5GCMP,G59383.GTEX-131XG-0626.2,GTEX-131XG,Heart - Left Ventricle,71586666.0,0.0838144913746926,0.4330415387692451,1.31724337711
GTEX-131XG-1026-SM-5GCMX,G59384.GTEX-131XG-1026.2,GTEX-131XG,Esophagus - Mucosa,74493333.0,1.3558260307670755,5.074279600296579,4.21442804725
GTEX-131XG-1426-SM-5GCMO,G59385.GTEX-131XG-1426.2,GTEX-131XG,Pancreas,91400000.0,0.010940919037199124,0.03282275711159737,0.0
GTEX-131XG-1526-SM-5GCNQ,G59386.GTEX-131XG-1526.2,GTEX-131XG,Colon - Sigmoid,65360000.0,0.030599755201958383,0.15299877600979192,0.500402423538
GTEX-131XG-2026-SM-5GCN5,G59387.GTEX-131XG-2026.2,GTEX-131XG,Uterus,82000000.0,0.8048780487804879,3.2804878048780486,3.86903290198
GTEX-131XF-0626-SM-5GIDS,G59410.GTEX-131XF-0626.4,GTEX-131XF,Artery - Aorta,80986666.0,0.0,0.0,0.0
GTEX-ZVT3-2626-SM-5GU5L,G59485.GTEX-ZVT3-2626.2,GTEX-ZVT3,Ovary,64653333.0,0.07733553349832714,0.216539493795316,1.47507631105
GTEX-ZVT3-2726-SM-5GU5X,G59486.GTEX-ZVT3-2726.2,GTEX-ZVT3,Vagina,66200000.0,0.030211480362537766,0.12084592145015106,0.562335144619
GTEX-ZVT3-2826-SM-5GU6A,G59487.GTEX-ZVT3-2826.2,GTEX-ZVT3,Colon - Sigmoid,64373333.0,0.0155343828476304,0.0310687656952608,0.0
GTEX-ZVT3-2926-SM-5GU6M,G59488.GTEX-ZVT3-2926.2,GTEX-ZVT3,Brain - Cerebellum,74093333.0,0.06748245486540604,1.8220262813659631,0.494334966432
GTEX-ZVTK-0626-SM-5GU6Y,G59489.GTEX-ZVTK-0626.2,GTEX-ZVTK,Muscle - Skeletal,65280000.0,1.6237745098039216,13.373161764705882,3.87630261351
GTEX-11TTK-2726-SM-5GU58,G59490.GTEX-11TTK-2726.2,GTEX-11TTK,Vagina,61253333.0,0.04897692669229934,0.3101872023845625,0.75344246118
GTEX-11TTK-2826-SM-5GU5K,G59491.GTEX-11TTK-2826.2,GTEX-11TTK,Brain - Cerebellum,75693333.0,0.06605601579203811,0.3567024852770058,1.09282162187
GTEX-11WQC-2826-SM-5GU7A,G59492.GTEX-11WQC-2826.3,GTEX-11WQC,Nerve - Tibial,84840000.0,0.07072135785007072,0.1768033946251768,1.74897075077
GTEX-11WQC-1726-SM-5GU4W,G59493.GTEX-11WQC-1726.2,GTEX-11WQC,Breast - Mammary Tissue,73893333.0,0.9337784235554782,47.893360013954165,1.5319470169
GTEX-11WQC-1826-SM-5GU59,G59494.GTEX-11WQC-1826.2,GTEX-11WQC,Skin - Not Sun Exposed (Suprapubic),65666666.0,0.076142132752712,0.9137055930325441,0.8609483962
GTEX-11UD2-0526-SM-5GU69,G59496.GTEX-11UD2-0526.3,GTEX-11UD2,Artery - Tibial,106133333.0,0.14133165873533812,0.6312814090178436,2.46452094759
GTEX-11UD2-0626-SM-5GU6L,G59497.GTEX-11UD2-0626.2,GTEX-11UD2,Thyroid,58173333.0,0.13752005579601223,0.36099014646453215,2.04557646215
GTEX-12WSA-0011-R5b-SM-5GU5I,G59499.GTEX-12WSA-0011-R5b.2,GTEX-12WSA,Brain - Caudate (basal ganglia),76200000.0,0.07874015748031496,0.3543307086614173,1.64245934149
GTEX-12WSA-0011-R7b-SM-5GU5U,G59500.GTEX-12WSA-0011-R7b.2,GTEX-12WSA,Brain - Putamen (basal ganglia),68040000.0,0.08818342151675485,0.2498530276308054,1.76231471084
GTEX-12WSB-0011-R5b-SM-5GU67,G59501.GTEX-12WSB-0011-R5b.2,GTEX-12WSB,Brain - Caudate (basal ganglia),76920000.0,0.026001040041601663,0.10400416016640665,0.562335144619
GTEX-12WSB-0011-R6b-SM-5GU6J,G59502.GTEX-12WSB-0011-R6b.2,GTEX-12WSB,Brain - Nucleus accumbens (basal ganglia),76546666.0,0.07838355755428983,4.128200697859264,0.249252122578
GTEX-12WSB-0011-R7b-SM-5GU6V,G59503.GTEX-12WSB-0011-R7b.2,GTEX-12WSB,Brain - Putamen (basal ganglia),64120000.0,0.06238303181534623,4.75670617592015,0.134074778028
GTEX-12WSI-0011-R7b-SM-5GU78,G59504.GTEX-12WSI-0011-R7b.2,GTEX-12WSI,Brain - Putamen (basal ganglia),66213333.0,0.060410793699208584,0.15102698424802147,1.33217904021
GTEX-12WSC-0011-R9a-SM-5GU4U,G59505.GTEX-12WSC-0011-R9a.2,GTEX-12WSC,Brain - Spinal cord (cervical c-1),94266666.0,0.05304101876266633,5.62234798884263,0.0992021795288
GTEX-12WSC-0011-R10a-SM-5GU57,G59506.GTEX-12WSC-0011-R10a.2,GTEX-12WSC,Brain - Frontal Cortex (BA9),68813333.0,0.10172447249430572,2.383259069866591,0.417936159345
GTEX-12WSC-0011-R11a-SM-5GU5J,G59507.GTEX-12WSC-0011-R11a.2,GTEX-12WSC,Brain - Cerebellar Hemisphere,67493333.0,0.0740813911205126,0.2222441733615378,1.58678470753
GTEX-12WSH-0011-R1a-SM-5GU5V,G59508.GTEX-12WSH-0011-R1a.2,GTEX-12WSH,Brain - Hippocampus,69786666.0,0.057317539714535154,0.27225831364404196,1.20604465816
GTEX-12WSH-0011-R2a-SM-5GU68,G59509.GTEX-12WSH-0011-R2a.2,GTEX-12WSH,Brain - Substantia nigra,66613333.0,0.09007205809683776,0.3302642130217385,1.49023053012
GTEX-12WSH-0011-R4a-SM-5GU6K,G59510.GTEX-12WSH-0011-R4a.2,GTEX-12WSH,Brain - Amygdala,69146666.0,0.04338603975497531,0.2603162385298519,0.777789931556
GTEX-12WSD-0011-R9a-SM-5GU6W,G59511.GTEX-12WSD-0011-R9a.2,GTEX-12WSD,Brain - Spinal cord (cervical c-1),58613333.0,0.1023657876613159,2.422656974651143,0.368071243608
GTEX-12WSD-0011-R10b-SM-5GU79,G59512.GTEX-12WSD-0011-R10b.2,GTEX-12WSD,Brain - Frontal Cortex (BA9),59786666.0,0.05017841269155233,3.6797502640471706,0.180267016086
GTEX-12WSE-0011-R1b-SM-5GU4V,G59513.GTEX-12WSE-0011-R1b.2,GTEX-12WSE,Brain - Hippocampus,75826666.0,0.06593986342482736,0.224195535644413,1.53766265144
GTEX-11VI4-0726-SM-5GU5B,G59514.GTEX-11VI4-0726.2,GTEX-11VI4,Vagina,60413333.0,2.350474521907275,18.24100650099871,4.34079826733
GTEX-11VI4-0826-SM-5GU5N,G59515.GTEX-11VI4-0826.2,GTEX-11VI4,Esophagus - Gastroesophageal Junction,69520000.0,0.28768699654775604,0.8918296892980437,2.84405013135
GTEX-11VI4-0226-SM-5GU6C,G59517.GTEX-11VI4-0226.2,GTEX-11VI4,Thyroid,55680000.0,3.3045977011494254,21.892959770114942,4.58458671645
GTEX-11XUK-1626-SM-5GU5O,G59519.GTEX-11XUK-1626.2,GTEX-11XUK,Ovary,75306666.0,0.2788597758397643,2.4300637608893747,1.8936029131
GTEX-11XUK-1726-SM-5GU61,G59520.GTEX-11XUK-1726.2,GTEX-11XUK,Adipose - Visceral (Omentum),58160000.0,0.343878954607978,1.5646492434663,2.75994582435
GTEX-11XUK-0826-SM-5GU6P,G59522.GTEX-11XUK-0826.2,GTEX-11XUK,Esophagus - Mucosa,63706666.0,2.323147784880157,7.565927245352943,4.80536939772
GTEX-11XUK-2426-SM-5GU72,G59523.GTEX-11XUK-2426.2,GTEX-11XUK,Artery - Tibial,62013333.0,0.04837669344429528,0.12900451585145406,1.03972077084
GTEX-ZVP2-1726-SM-5GU5P,G59524.GTEX-ZVP2-1726.2,GTEX-ZVP2,Small Intestine - Terminal Ileum,57773333.0,27.2444035728387,176.56935250732374,6.70697562756
GTEX-ZVP2-1826-SM-5GU62,G59525.GTEX-ZVP2-1826.2,GTEX-ZVP2,Adipose - Subcutaneous,61120000.0,0.19633507853403143,0.7198952879581152,2.38575102018
GTEX-ZVP2-2126-SM-5GU6E,G59526.GTEX-ZVP2-2126.2,GTEX-ZVP2,Muscle - Skeletal,65666666.0,0.076142132752712,0.19796954515705123,1.56495725024
GTEX-ZVP2-2226-SM-5GU6Q,G59527.GTEX-ZVP2-2226.2,GTEX-ZVP2,Artery - Tibial,55333333.0,0.12650602485847004,0.43373494237189725,1.85194350501
GTEX-11TT1-0626-SM-5GU4X,G59528.GTEX-11TT1-0626.2,GTEX-11TT1,Esophagus - Gastroesophageal Junction,71160000.0,0.04215851602023609,0.15458122540753233,0.907535294105
GTEX-11TT1-0726-SM-5GU5A,G59529.GTEX-11TT1-0726.2,GTEX-11TT1,Stomach,57893333.0,2.1764164105044705,11.76301250439321,4.18388431991
GTEX-11TT1-0926-SM-5GU5M,G59530.GTEX-11TT1-0926.2,GTEX-11TT1,Colon - Sigmoid,66200000.0,0.10574018126888217,0.3323262839879154,1.72730018665
GTEX-11TT1-2126-SM-5GU5Y,G59531.GTEX-11TT1-2126.2,GTEX-11TT1,Breast - Mammary Tissue,65120000.0,0.5067567567567568,2.1805896805896805,3.27131283758
GTEX-11TT1-2226-SM-5GU6B,G59532.GTEX-11TT1-2226.2,GTEX-11TT1,Testis,63440000.0,0.031525851197982346,0.07881462799495587,0.673011667009
GTEX-11TUW-2126-SM-5GU7B,G59535.GTEX-11TUW-2126.2,GTEX-11TUW,Prostate,58880000.0,0.6453804347826086,1.8342391304347827,3.54294889377
GTEX-11WQK-0726-SM-5GU71,G59538.GTEX-11WQK-0726.2,GTEX-11WQK,Muscle - Skeletal,54000000.0,0.1111111111111111,1.2592592592592593,0.823815822441
GTEX-11WQK-1226-SM-5GU5Z,G59539.GTEX-11WQK-1226.3,GTEX-11WQK,Lung,103240000.0,2.6055792328554825,43.006586594343275,3.35898930991
GTEX-11WQK-2426-SM-5GU5C,G59541.GTEX-11WQK-2426.2,GTEX-11WQK,Breast - Mammary Tissue,74186666.0,0.06739755632097014,1.051401878607134,0.930125553117
GTEX-ZVE2-0526-SM-5GU7E,G59542.GTEX-ZVE2-0526.2,GTEX-ZVE2,Artery - Tibial,56853333.0,0.12312382811399993,0.4749061941539997,1.80536873709
GTEX-ZVE2-2826-SM-5GU51,G59543.GTEX-ZVE2-2826.2,GTEX-ZVE2,Skin - Not Sun Exposed (Suprapubic),74360000.0,2.703066164604626,10.960193652501346,5.08285966254
GTEX-ZVP2-1626-SM-5GU5D,G59544.GTEX-ZVP2-1626.2,GTEX-ZVP2,Stomach,71453333.0,10.34241467784295,179.97760860224673,5.58991785629
GTEX-ZVE2-0626-SM-5GU7I,G59545.GTEX-ZVE2-0626.2,GTEX-ZVE2,Muscle - Skeletal,68466666.0,0.0584225906370262,0.2336903625481048,1.15737329822
GTEX-ZVT3-1626-SM-5GU66,G59546.GTEX-ZVT3-1626.2,GTEX-ZVT3,Liver,66053333.0,0.27250706637316846,3.254945515012846,1.2192187183
GTEX-ZVT3-0326-SM-5GU6U,G59548.GTEX-ZVT3-0326.2,GTEX-ZVT3,Nerve - Tibial,67586666.0,0.14795817861469895,0.7693825287964345,2.03390994345
GTEX-ZUA1-0126-SM-5GU76,G59549.GTEX-ZUA1-0126.2,GTEX-ZUA1,Skin - Sun Exposed (Lower leg),139040000.0,0.4962600690448792,3.5241657077100115,3.77415753448
GTEX-ZVT2-1026-SM-5GU55,G59550.GTEX-ZVT2-1026.2,GTEX-ZVT2,Heart - Left Ventricle,88213333.0,0.29474002529753635,1.0655985529987853,3.03400345047
GTEX-ZVT2-1226-SM-5GU5H,G59551.GTEX-ZVT2-1226.2,GTEX-ZVT2,Esophagus - Muscularis,64720000.0,0.13906056860321384,0.32447466007416564,2.13321079719
GTEX-ZVT2-1926-SM-5GU5T,G59552.GTEX-ZVT2-1926.2,GTEX-ZVT2,Colon - Transverse,67266666.0,18.80574845198958,125.78295466583701,6.64885465877
GTEX-11DXZ-0526-SM-5GU7J,G59553.GTEX-11DXZ-0526.2,GTEX-11DXZ,Artery - Coronary,69026666.0,1.8833301321550138,17.19625282206155,4.05645978897
GTEX-11DXZ-0626-SM-5GU77,G59554.GTEX-11DXZ-0626.2,GTEX-11DXZ,Heart - Left Ventricle,68093333.0,0.07342862773364317,0.2937145109345727,1.35923670067
GTEX-11OF3-2326-SM-5GU73,G59555.GTEX-11OF3-2326.2,GTEX-11OF3,Esophagus - Gastroesophageal Junction,68000000.0,0.029411764705882353,0.16176470588235295,0.689009238477
GTEX-11OF3-2626-SM-5GU7F,G59556.GTEX-11OF3-2626.3,GTEX-11OF3,Skin - Sun Exposed (Lower leg),85946666.0,0.22106733029062464,1.6289171705624974,2.64759196428
GTEX-11OF3-3026-SM-5GU52,G59557.GTEX-11OF3-3026.2,GTEX-11OF3,Pituitary,66573333.0,0.04506308854928444,0.1652313246807096,0.907535294105
GTEX-11OF3-3126-SM-5GU5E,G59558.GTEX-11OF3-3126.2,GTEX-11OF3,Brain - Cerebellum,61946666.0,0.11300043169393491,3.2285837626838547,0.440611152874
GTEX-11OF3-1726-SM-5GU5Q,G59559.GTEX-11OF3-1726.2,GTEX-11OF3,Prostate,69040000.0,0.5504055619930475,1.8684820393974508,3.54123593625
GTEX-11PRG-0326-SM-5GU53,G59560.GTEX-11PRG-0326.2,GTEX-11PRG,Muscle - Skeletal,67906666.0,0.08835656870564076,2.797958009011958,0.516701759695
GTEX-11PRG-2026-SM-5GU5F,G59561.GTEX-11PRG-2026.2,GTEX-11PRG,Colon - Sigmoid,65053333.0,0.38430006345716367,1.4757122436755086,3.04289683232
GTEX-11ONC-1026-SM-5GU64,G59563.GTEX-11ONC-1026.2,GTEX-11ONC,Heart - Atrial Appendage,54693333.0,0.07313505651593769,5.411994182179389,0.192543994384
GTEX-11ONC-1126-SM-5GU6G,G59564.GTEX-11ONC-1126.2,GTEX-11ONC,Artery - Coronary,58973333.0,0.5256613188201521,5.273570004937655,2.35311676934
GTEX-11ONC-1526-SM-5GU6S,G59565.GTEX-11ONC-1526.2,GTEX-11ONC,Esophagus - Mucosa,67213333.0,0.08926800282318986,0.2529260079990379,1.74232658886
GTEX-11ONC-1926-SM-5GU75,G59566.GTEX-11ONC-1926.2,GTEX-11ONC,Colon - Sigmoid,60386666.0,0.03311989438198161,0.09935968314594483,0.636514168295
GTEX-11ONC-2426-SM-5GU7H,G59567.GTEX-11ONC-2426.2,GTEX-11ONC,Muscle - Skeletal,64333333.0,0.07772020765658139,0.4041450798142232,1.24908284382
GTEX-11P7K-1626-SM-5GU63,G59568.GTEX-11P7K-1626.3,GTEX-11P7K,Small Intestine - Terminal Ileum,82106666.0,24.35855817114776,177.46427555589702,6.87887333607
GTEX-11P7K-1726-SM-5GU6F,G59569.GTEX-11P7K-1726.2,GTEX-11P7K,Stomach,62986666.0,0.2381456418093315,0.9843353194785702,2.47355274353
GTEX-11P7K-1926-SM-5GU6R,G59570.GTEX-11P7K-1926.2,GTEX-11P7K,Muscle - Skeletal,67973333.0,0.044134955100701034,0.11769321360186943,1.08219553004
GTEX-11P7K-2026-SM-5GU74,G59571.GTEX-11P7K-2026.3,GTEX-11P7K,Adipose - Subcutaneous,91986666.0,0.0760979857667632,0.2391650981241129,1.83473514936
GTEX-11P7K-2126-SM-5GU7G,G59572.GTEX-11P7K-2126.2,GTEX-11P7K,Skin - Sun Exposed (Lower leg),57586666.0,0.08682565509175336,0.1736513101835067,1.60943791243
GTEX-11P7K-2226-SM-5GU56,G59573.GTEX-11P7K-2226.2,GTEX-11P7K,Nerve - Tibial,69333333.0,0.0721153849620932,0.1875000009014423,1.56495725024
GTEX-11P81-1026-SM-5GU54,G59574.GTEX-11P81-1026.2,GTEX-11P81,Esophagus - Gastroesophageal Junction,67173333.0,0.05954743975559468,0.22330289908348006,1.11245658248
GTEX-11P81-1126-SM-5GU5G,G59575.GTEX-11P81-1126.2,GTEX-11P81,Colon - Transverse,84640000.0,0.2008506616257089,1.8194706994328922,1.62527905607
GTEX-11P81-2426-SM-5GU65,G59577.GTEX-11P81-2426.3,GTEX-11P81,Adipose - Subcutaneous,84173333.0,0.510850627716025,3.219546979326576,3.51415430255
GTEX-11P81-2526-SM-5GU6H,G59578.GTEX-11P81-2526.2,GTEX-11P81,Muscle - Skeletal,58440000.0,0.11978097193702943,0.34223134839151265,1.85136187396
GTEX-11P81-2626-SM-5GU6T,G59579.GTEX-11P81-2626.2,GTEX-11P81,Nerve - Tibial,57226666.0,0.10484622675729528,0.6640261027962034,1.32113291038
GTEX-WHSE-0526-SM-5GZZD,G59581.GTEX-WHSE-0526.3,GTEX-WHSE,Muscle - Skeletal,97920000.0,0.010212418300653595,0.02042483660130719,0.0
GTEX-111FC-2926-SM-5GZY7,G59583.GTEX-111FC-2926.3,GTEX-111FC,Minor Salivary Gland,72853333.0,13.877196256758767,63.168009073792135,6.57286171371
GTEX-111YS-0526-SM-5GZXJ,G59585.GTEX-111YS-0526.3,GTEX-111YS,Artery - Aorta,68560000.0,0.21878646441073513,0.6563593932322054,2.62070740374
GTEX-111YS-0626-SM-5GZXV,G59586.GTEX-111YS-0626.3,GTEX-111YS,Lung,86440000.0,1.6427579824155483,5.784359093012494,4.75846210618
GTEX-111YS-0726-SM-5GZY8,G59587.GTEX-111YS-0726.3,GTEX-111YS,Thyroid,76320000.0,0.39308176100628933,2.7122641509433962,2.9016550169
GTEX-ZY6K-0526-SM-5GZY9,G59588.GTEX-ZY6K-0526.3,GTEX-ZY6K,Esophagus - Muscularis,68946666.0,0.043511893671551866,0.17404757468620746,0.867563228481
GTEX-ZYFC-1726-SM-5GZYX,G59590.GTEX-ZYFC-1726.3,GTEX-ZYFC,Esophagus - Muscularis,62706666.0,0.03189453574202143,0.14352541083909642,0.529706199058
GTEX-ZYFC-1826-SM-5GZZA,G59591.GTEX-ZYFC-1826.4,GTEX-ZYFC,Adipose - Visceral (Omentum),88240000.0,0.28331822302810517,1.3259292837715322,2.91609895749
GTEX-1117F-2826-SM-5GZXL,G59592.GTEX-1117F-2826.3,GTEX-1117F,Breast - Mammary Tissue,74080000.0,3.4152267818574513,13.080453563714903,5.30489960338
GTEX-ZVTK-0526-SM-5GZWT,G59593.GTEX-ZVTK-0526.3,GTEX-ZVTK,Adipose - Subcutaneous,83320000.0,0.02400384061449832,1.7762842054728756,0.313041085872
GTEX-ZVTK-0726-SM-5GZX6,G59594.GTEX-ZVTK-0726.3,GTEX-ZVTK,Artery - Tibial,82133333.0,0.04870129889895008,0.7061688340347761,0.674414987738
GTEX-ZVTK-0826-SM-5GZXI,G59595.GTEX-ZVTK-0826.3,GTEX-ZVTK,Nerve - Tibial,73800000.0,0.10840108401084012,1.2601626016260163,1.10328635844
